medical,simple
She was diagnosed with hidradenitis suppurativa.,She was diagnosed with hidradenitis suppurativa (a skin condition causing painful lumps under the skin).
He was diagnosed with retinopathy.,He was diagnosed with retinopathy (damage to the retina of the eye).
She presented with oliguria.,She presented with oliguria (producing less urine than normal).
The patient has a history of chronic eczema.,The patient has a history of chronic eczema (long-term skin condition causing itchy and inflamed skin).
He was diagnosed with hypertrophic cardiomyopathy.,He was diagnosed with hypertrophic cardiomyopathy (a condition where the heart muscle becomes abnormally thick).
She was treated for community-acquired pneumonia.,She was treated for community-acquired pneumonia (a lung infection acquired outside of a hospital setting).
The patient has a history of chronic rhinosinusitis.,The patient has a history of chronic rhinosinusitis (long-term inflammation of the nasal passages and sinuses).
He was given a proton pump inhibitor.,He was given a proton pump inhibitor (medication to reduce stomach acid).
She presented with priapism.,She presented with priapism (a prolonged and painful erection).
The patient has a history of chronic kidney disease.,The patient has a history of chronic kidney disease (long-term kidney damage that reduces kidney function).
He was diagnosed with ankylosing spondylitis.,He was diagnosed with ankylosing spondylitis (a type of arthritis affecting the spine).
She underwent an endoscopic retrograde cholangiopancreatography.,She underwent an endoscopic retrograde cholangiopancreatography (a procedure to examine the bile and pancreatic ducts).
The patient was treated for pulmonary embolism.,The patient was treated for pulmonary embolism (a blood clot in the lungs).
He was diagnosed with restless legs syndrome.,He was diagnosed with restless legs syndrome (a condition causing an uncontrollable urge to move the legs).
She presented with erythema.,She presented with erythema (redness of the skin).
The patient has a history of chronic migraine.,"The patient has a history of chronic migraine (frequent, severe headaches)."
He was diagnosed with acromegaly.,He was diagnosed with acromegaly (a condition where the body produces too much growth hormone).
She was treated for pyelonephritis.,She was treated for pyelonephritis (a kidney infection).
The patient has a history of chronic prostatitis.,The patient has a history of chronic prostatitis (long-term inflammation of the prostate gland).
He was given an antiemetic.,He was given an antiemetic (medication to prevent nausea and vomiting).
She presented with hypokalemia.,She presented with hypokalemia (low potassium levels in the blood).
The patient has a history of chronic pelvic pain syndrome.,The patient has a history of chronic pelvic pain syndrome (long-term pain in the pelvic area).
He was diagnosed with Sjogren's syndrome.,He was diagnosed with Sjogren's syndrome (an autoimmune disease causing dry mouth and eyes).
She underwent a colostomy.,She underwent a colostomy (surgery to create an opening for the colon through the abdomen).
The patient was treated for osteosarcoma.,The patient was treated for osteosarcoma (a type of bone cancer).
He was diagnosed with chronic lymphocytic leukemia.,He was diagnosed with chronic lymphocytic leukemia (a type of blood cancer).
She presented with proteinuria.,She presented with proteinuria (excess protein in the urine).
The patient has a history of chronic tonsillitis.,The patient has a history of chronic tonsillitis (long-term inflammation of the tonsils).
He was given a muscle relaxant.,He was given a muscle relaxant (medication to relieve muscle spasms).
She presented with hypercapnia.,She presented with hypercapnia (excess carbon dioxide in the bloodstream).
The patient has a history of chronic urticaria.,The patient has a history of chronic urticaria (long-term hives).
He was diagnosed with interstitial cystitis.,He was diagnosed with interstitial cystitis (a chronic bladder condition causing pain and frequent urination).
She underwent a barium swallow.,She underwent a barium swallow (a test to examine the esophagus and stomach using barium and X-rays).
The patient was treated for multiple myeloma.,The patient was treated for multiple myeloma (a type of blood cancer affecting plasma cells).
He was diagnosed with rheumatoid nodules.,He was diagnosed with rheumatoid nodules (firm lumps under the skin associated with rheumatoid arthritis).
She presented with leukoplakia.,She presented with leukoplakia (white patches in the mouth).
The patient has a history of chronic otitis media.,The patient has a history of chronic otitis media (long-term ear infection).
He was given an antiviral medication.,He was given an antiviral medication (medicine to treat viral infections).
She presented with hypercalcemia.,She presented with hypercalcemia (high levels of calcium in the blood).
The patient has a history of chronic sinusitis.,The patient has a history of chronic sinusitis (long-term inflammation of the sinuses).
He was diagnosed with Addison's disease.,He was diagnosed with Addison's disease (a disorder where the adrenal glands don't produce enough hormones).
She was treated for aortic aneurysm.,She was treated for aortic aneurysm (a bulge in the wall of the aorta).
The patient has a history of chronic pancreatitis.,The patient has a history of chronic pancreatitis (long-term inflammation of the pancreas).
He was given an immunosuppressant.,He was given an immunosuppressant (medication to suppress the immune system).
She presented with lymphedema.,She presented with lymphedema (swelling due to lymph fluid buildup).
The patient has a history of chronic gingivitis.,The patient has a history of chronic gingivitis (long-term gum inflammation).
He was diagnosed with vitiligo.,He was diagnosed with vitiligo (a condition causing loss of skin color in patches).
She underwent a skin graft.,She underwent a skin graft (a surgical procedure to replace damaged skin).
The patient was treated for Hodgkin's lymphoma.,The patient was treated for Hodgkin's lymphoma (a type of cancer affecting the lymphatic system).
He was diagnosed with chronic venous ulcers.,He was diagnosed with chronic venous ulcers (long-term sores on the legs caused by poor blood circulation).
She presented with hyperglycemia.,She presented with hyperglycemia (high blood sugar levels).
The patient has a history of chronic bronchitis.,The patient has a history of chronic bronchitis (long-term inflammation of the airways in the lungs).
He was diagnosed with Parkinson's disease.,He was diagnosed with Parkinson's disease (a disorder affecting movement).
She was treated for thyroid storm.,She was treated for thyroid storm (a life-threatening condition due to an overactive thyroid).
